Product_ID,Product_Name,SKU_Code,Batch_Number,Manufacture_Date,Expiry_Date,Quantity_Available,Unit_Weight (kg),Unit_Volume (L),Fragile_Flag,Temp_Sensitive_Flag
VIT-5396-B21-285,VeeVit-L Oral,SKU-5396,B21,2025-02-27,2026-02-22,136,0.5,0.3,0,0
TOP-5397-B68-854,VeeTherm Gel,SKU-5397,B68,2024-01-09,2025-08-31,100,1.8,1.0,1,0
ANT-5398-B77-789,VeeCef Injection 1gm,SKU-5398,B77,2024-06-23,2025-08-17,95,3.0,1.5,1,1
TOP-5399-B82-854,VeeTherm Gel,SKU-5399,B82,2023-07-21,2025-03-12,103,1.8,1.0,1,0
ANT-5400-B10-789,VeeCef Injection 1gm,SKU-5400,B10,2022-07-28,2023-09-21,143,3.0,1.5,1,1
ANT-5401-B84-789,VeeCef Injection 1gm,SKU-5401,B84,2023-06-10,2024-08-03,62,3.0,1.5,1,1
DEW-5402-B51-795,VeeWormex Plus,SKU-5402,B51,2023-07-13,2025-07-02,139,0.6,0.25,0,0
ANT-5403-B72-789,VeeCef Injection 1gm,SKU-5403,B72,2025-03-07,2026-05-01,124,3.0,1.5,1,1
ANT-5404-B54-789,VeeCef Injection 1gm,SKU-5404,B54,2024-07-07,2025-08-31,129,3.0,1.5,1,1
DIG-5405-B72-185,VeeLac Bolus,SKU-5405,B72,2024-09-10,2026-01-03,83,1.2,0.7,0,0
IMM-5406-B10-384,VeeMune-L,SKU-5406,B10,2024-08-23,2025-06-19,75,1.0,0.6,0,1
DIG-5407-B28-185,VeeLac Bolus,SKU-5407,B28,2024-09-05,2025-12-29,146,1.2,0.7,0,0
IMM-5408-B56-384,VeeMune-L,SKU-5408,B56,2024-07-14,2025-05-10,196,1.0,0.6,0,1
ANT-5409-B88-789,VeeCef Injection 1gm,SKU-5409,B88,2022-08-03,2023-09-27,105,3.0,1.5,1,1
VIT-5410-B57-285,VeeVit-L Oral,SKU-5410,B57,2022-11-28,2023-11-23,124,0.5,0.3,0,0
TOP-5411-B81-854,VeeTherm Gel,SKU-5411,B81,2023-09-12,2025-05-04,132,1.8,1.0,1,0
DIG-5412-B42-185,VeeLac Bolus,SKU-5412,B42,2023-07-21,2024-11-12,126,1.2,0.7,0,0
VIT-5413-B58-285,VeeVit-L Oral,SKU-5413,B58,2023-10-23,2024-10-17,68,0.5,0.3,0,0
TOP-5414-B32-854,VeeTherm Gel,SKU-5414,B32,2025-04-14,2026-12-05,70,1.8,1.0,1,0
ANT-5415-B17-295,VeeOxy-4000,SKU-5415,B17,2025-04-05,2026-05-30,69,2.8,1.4,1,1
DEW-5416-B14-795,VeeWormex Plus,SKU-5416,B14,2024-11-09,2026-10-30,93,0.6,0.25,0,0
DIG-5417-B11-185,VeeLac Bolus,SKU-5417,B11,2022-12-24,2024-04-17,55,1.2,0.7,0,0
ANT-5418-B56-789,VeeCef Injection 1gm,SKU-5418,B56,2023-07-24,2024-09-16,148,3.0,1.5,1,1
IMM-5419-B11-384,VeeMune-L,SKU-5419,B11,2023-05-13,2024-03-08,184,1.0,0.6,0,1
IMM-5420-B71-384,VeeMune-L,SKU-5420,B71,2022-09-28,2023-07-25,175,1.0,0.6,0,1
IMM-5421-B56-384,VeeMune-L,SKU-5421,B56,2024-07-28,2025-05-24,55,1.0,0.6,0,1
ANT-5422-B61-295,VeeOxy-4000,SKU-5422,B61,2022-07-30,2023-09-23,125,2.8,1.4,1,1
TOP-5423-B83-854,VeeTherm Gel,SKU-5423,B83,2023-10-17,2025-06-08,59,1.8,1.0,1,0
DIG-5424-B13-185,VeeLac Bolus,SKU-5424,B13,2023-03-01,2024-06-23,183,1.2,0.7,0,0
DIG-5425-B63-185,VeeLac Bolus,SKU-5425,B63,2025-06-08,2026-10-01,85,1.2,0.7,0,0
ANT-5426-B66-789,VeeCef Injection 1gm,SKU-5426,B66,2023-05-25,2024-07-18,101,3.0,1.5,1,1
ANT-5427-B92-295,VeeOxy-4000,SKU-5427,B92,2023-11-15,2025-01-08,192,2.8,1.4,1,1
ANT-5428-B10-789,VeeCef Injection 1gm,SKU-5428,B10,2023-11-15,2025-01-08,97,3.0,1.5,1,1
ANT-5429-B78-789,VeeCef Injection 1gm,SKU-5429,B78,2023-10-16,2024-12-09,156,3.0,1.5,1,1
ANT-5430-B38-295,VeeOxy-4000,SKU-5430,B38,2023-08-30,2024-10-23,143,2.8,1.4,1,1
DIG-5431-B46-185,VeeLac Bolus,SKU-5431,B46,2025-03-06,2026-06-29,178,1.2,0.7,0,0
ANT-5432-B83-295,VeeOxy-4000,SKU-5432,B83,2024-03-03,2025-04-27,156,2.8,1.4,1,1
IMM-5433-B37-384,VeeMune-L,SKU-5433,B37,2025-03-13,2026-01-07,194,1.0,0.6,0,1
DIG-5434-B46-185,VeeLac Bolus,SKU-5434,B46,2023-02-18,2024-06-12,120,1.2,0.7,0,0
ANT-5435-B19-295,VeeOxy-4000,SKU-5435,B19,2025-06-03,2026-07-28,106,2.8,1.4,1,1
DEW-5436-B30-795,VeeWormex Plus,SKU-5436,B30,2024-05-11,2026-05-01,71,0.6,0.25,0,0
VIT-5437-B73-285,VeeVit-L Oral,SKU-5437,B73,2024-01-11,2025-01-05,126,0.5,0.3,0,0
DIG-5438-B21-185,VeeLac Bolus,SKU-5438,B21,2022-11-28,2024-03-22,75,1.2,0.7,0,0
ANT-5439-B19-789,VeeCef Injection 1gm,SKU-5439,B19,2024-02-07,2025-04-02,159,3.0,1.5,1,1
ANT-5440-B14-789,VeeCef Injection 1gm,SKU-5440,B14,2022-09-25,2023-11-19,122,3.0,1.5,1,1
DEW-5441-B60-795,VeeWormex Plus,SKU-5441,B60,2024-08-11,2026-08-01,153,0.6,0.25,0,0
ANT-5442-B17-789,VeeCef Injection 1gm,SKU-5442,B17,2025-01-25,2026-03-21,114,3.0,1.5,1,1
DIG-5443-B35-185,VeeLac Bolus,SKU-5443,B35,2022-07-27,2023-11-19,185,1.2,0.7,0,0
ANT-5444-B46-295,VeeOxy-4000,SKU-5444,B46,2023-01-26,2024-03-21,91,2.8,1.4,1,1
SUP-5445-B66-434,VeeCal-D Pet,SKU-5445,B66,2025-02-21,2026-08-15,142,2.5,1.2,0,0
DEW-5446-B95-795,VeeWormex Plus,SKU-5446,B95,2024-12-17,2026-12-07,161,0.6,0.25,0,0
VIT-5447-B13-285,VeeVit-L Oral,SKU-5447,B13,2024-02-13,2025-02-07,61,0.5,0.3,0,0
ANT-5448-B13-789,VeeCef Injection 1gm,SKU-5448,B13,2025-01-09,2026-03-05,51,3.0,1.5,1,1
IMM-5449-B64-384,VeeMune-L,SKU-5449,B64,2024-07-08,2025-05-04,126,1.0,0.6,0,1
SUP-5450-B67-434,VeeCal-D Pet,SKU-5450,B67,2024-06-21,2025-12-13,104,2.5,1.2,0,0
DEW-5451-B16-795,VeeWormex Plus,SKU-5451,B16,2022-11-07,2024-10-27,91,0.6,0.25,0,0
ANT-5452-B87-295,VeeOxy-4000,SKU-5452,B87,2024-10-10,2025-12-04,50,2.8,1.4,1,1
VIT-5453-B26-285,VeeVit-L Oral,SKU-5453,B26,2024-09-24,2025-09-19,66,0.5,0.3,0,0
DIG-5454-B90-185,VeeLac Bolus,SKU-5454,B90,2024-08-26,2025-12-19,63,1.2,0.7,0,0
DIG-5455-B85-185,VeeLac Bolus,SKU-5455,B85,2022-09-26,2024-01-19,128,1.2,0.7,0,0
VIT-5456-B12-285,VeeVit-L Oral,SKU-5456,B12,2023-12-10,2024-12-04,92,0.5,0.3,0,0
IMM-5457-B31-384,VeeMune-L,SKU-5457,B31,2022-11-29,2023-09-25,111,1.0,0.6,0,1
IMM-5458-B32-384,VeeMune-L,SKU-5458,B32,2024-11-14,2025-09-10,131,1.0,0.6,0,1
SUP-5459-B21-434,VeeCal-D Pet,SKU-5459,B21,2025-01-20,2026-07-14,155,2.5,1.2,0,0
ANT-5460-B67-295,VeeOxy-4000,SKU-5460,B67,2024-01-31,2025-03-26,124,2.8,1.4,1,1
IMM-5461-B69-384,VeeMune-L,SKU-5461,B69,2025-01-18,2025-11-14,199,1.0,0.6,0,1
ANT-5462-B55-789,VeeCef Injection 1gm,SKU-5462,B55,2022-11-19,2024-01-13,137,3.0,1.5,1,1
DIG-5463-B23-185,VeeLac Bolus,SKU-5463,B23,2025-01-13,2026-05-08,155,1.2,0.7,0,0
TOP-5464-B67-854,VeeTherm Gel,SKU-5464,B67,2024-03-22,2025-11-12,155,1.8,1.0,1,0
ANT-5465-B43-295,VeeOxy-4000,SKU-5465,B43,2024-07-23,2025-09-16,67,2.8,1.4,1,1
DEW-5466-B87-795,VeeWormex Plus,SKU-5466,B87,2024-03-08,2026-02-26,179,0.6,0.25,0,0
DIG-5467-B95-185,VeeLac Bolus,SKU-5467,B95,2025-04-06,2026-07-30,172,1.2,0.7,0,0
ANT-5468-B17-295,VeeOxy-4000,SKU-5468,B17,2024-06-17,2025-08-11,145,2.8,1.4,1,1
DIG-5469-B69-185,VeeLac Bolus,SKU-5469,B69,2022-10-07,2024-01-30,180,1.2,0.7,0,0
TOP-5470-B12-854,VeeTherm Gel,SKU-5470,B12,2024-12-20,2026-08-12,70,1.8,1.0,1,0
DEW-5471-B30-795,VeeWormex Plus,SKU-5471,B30,2022-11-01,2024-10-21,140,0.6,0.25,0,0
VIT-5472-B32-285,VeeVit-L Oral,SKU-5472,B32,2023-09-02,2024-08-27,150,0.5,0.3,0,0
SUP-5473-B77-434,VeeCal-D Pet,SKU-5473,B77,2023-07-05,2024-12-26,62,2.5,1.2,0,0
DIG-5474-B93-185,VeeLac Bolus,SKU-5474,B93,2024-03-08,2025-07-01,90,1.2,0.7,0,0
DEW-5475-B45-795,VeeWormex Plus,SKU-5475,B45,2022-12-31,2024-12-20,143,0.6,0.25,0,0
TOP-5476-B23-854,VeeTherm Gel,SKU-5476,B23,2023-09-06,2025-04-28,83,1.8,1.0,1,0
IMM-5477-B21-384,VeeMune-L,SKU-5477,B21,2024-11-06,2025-09-02,160,1.0,0.6,0,1
DIG-5478-B27-185,VeeLac Bolus,SKU-5478,B27,2024-06-10,2025-10-03,149,1.2,0.7,0,0
ANT-5479-B84-295,VeeOxy-4000,SKU-5479,B84,2023-03-19,2024-05-12,138,2.8,1.4,1,1
ANT-5480-B74-295,VeeOxy-4000,SKU-5480,B74,2024-09-15,2025-11-09,165,2.8,1.4,1,1
VIT-5481-B85-285,VeeVit-L Oral,SKU-5481,B85,2023-05-26,2024-05-20,105,0.5,0.3,0,0
SUP-5482-B23-434,VeeCal-D Pet,SKU-5482,B23,2024-10-22,2026-04-15,71,2.5,1.2,0,0
TOP-5483-B82-854,VeeTherm Gel,SKU-5483,B82,2024-05-14,2026-01-04,100,1.8,1.0,1,0
DIG-5484-B94-185,VeeLac Bolus,SKU-5484,B94,2024-06-26,2025-10-19,65,1.2,0.7,0,0
DEW-5485-B23-795,VeeWormex Plus,SKU-5485,B23,2024-06-16,2026-06-06,187,0.6,0.25,0,0
IMM-5486-B26-384,VeeMune-L,SKU-5486,B26,2023-08-06,2024-06-01,72,1.0,0.6,0,1
DEW-5487-B72-795,VeeWormex Plus,SKU-5487,B72,2023-06-10,2025-05-30,170,0.6,0.25,0,0
ANT-5488-B32-295,VeeOxy-4000,SKU-5488,B32,2024-12-26,2026-02-19,134,2.8,1.4,1,1
IMM-5489-B87-384,VeeMune-L,SKU-5489,B87,2025-03-14,2026-01-08,108,1.0,0.6,0,1
DIG-5490-B79-185,VeeLac Bolus,SKU-5490,B79,2024-11-17,2026-03-12,169,1.2,0.7,0,0
TOP-5491-B82-854,VeeTherm Gel,SKU-5491,B82,2023-07-14,2025-03-05,190,1.8,1.0,1,0
DIG-5492-B24-185,VeeLac Bolus,SKU-5492,B24,2022-07-06,2023-10-29,123,1.2,0.7,0,0
SUP-5493-B89-434,VeeCal-D Pet,SKU-5493,B89,2022-09-12,2024-03-05,60,2.5,1.2,0,0
TOP-5494-B10-854,VeeTherm Gel,SKU-5494,B10,2025-02-14,2026-10-07,96,1.8,1.0,1,0
ANT-5495-B15-789,VeeCef Injection 1gm,SKU-5495,B15,2025-05-29,2026-07-23,141,3.0,1.5,1,1
SUP-5496-B26-434,VeeCal-D Pet,SKU-5496,B26,2022-11-23,2024-05-16,171,2.5,1.2,0,0
IMM-5497-B92-384,VeeMune-L,SKU-5497,B92,2023-03-26,2024-01-20,143,1.0,0.6,0,1
DEW-5498-B68-795,VeeWormex Plus,SKU-5498,B68,2022-10-24,2024-10-13,110,0.6,0.25,0,0
TOP-5499-B26-854,VeeTherm Gel,SKU-5499,B26,2023-11-29,2025-07-21,72,1.8,1.0,1,0
VIT-5500-B17-285,VeeVit-L Oral,SKU-5500,B17,2024-04-23,2025-04-18,67,0.5,0.3,0,0
SUP-5501-B78-434,VeeCal-D Pet,SKU-5501,B78,2024-03-22,2025-09-13,187,2.5,1.2,0,0
ANT-5502-B92-789,VeeCef Injection 1gm,SKU-5502,B92,2023-06-12,2024-08-05,153,3.0,1.5,1,1
VIT-5503-B77-285,VeeVit-L Oral,SKU-5503,B77,2023-04-09,2024-04-03,165,0.5,0.3,0,0
ANT-5504-B25-789,VeeCef Injection 1gm,SKU-5504,B25,2022-12-23,2024-02-16,59,3.0,1.5,1,1
IMM-5505-B39-384,VeeMune-L,SKU-5505,B39,2023-08-07,2024-06-02,96,1.0,0.6,0,1
TOP-5506-B59-854,VeeTherm Gel,SKU-5506,B59,2023-06-05,2025-01-25,113,1.8,1.0,1,0
TOP-5507-B81-854,VeeTherm Gel,SKU-5507,B81,2024-04-22,2025-12-13,130,1.8,1.0,1,0
SUP-5508-B10-434,VeeCal-D Pet,SKU-5508,B10,2024-12-20,2026-06-13,195,2.5,1.2,0,0
TOP-5509-B91-854,VeeTherm Gel,SKU-5509,B91,2023-09-05,2025-04-27,115,1.8,1.0,1,0
VIT-5510-B84-285,VeeVit-L Oral,SKU-5510,B84,2023-10-17,2024-10-11,150,0.5,0.3,0,0
TOP-5511-B98-854,VeeTherm Gel,SKU-5511,B98,2023-07-09,2025-02-28,121,1.8,1.0,1,0
IMM-5512-B23-384,VeeMune-L,SKU-5512,B23,2023-03-25,2024-01-19,76,1.0,0.6,0,1
TOP-5513-B33-854,VeeTherm Gel,SKU-5513,B33,2023-12-21,2025-08-12,200,1.8,1.0,1,0
DIG-5514-B10-185,VeeLac Bolus,SKU-5514,B10,2025-05-28,2026-09-20,86,1.2,0.7,0,0
TOP-5515-B82-854,VeeTherm Gel,SKU-5515,B82,2024-05-29,2026-01-19,83,1.8,1.0,1,0
TOP-5516-B66-854,VeeTherm Gel,SKU-5516,B66,2023-11-11,2025-07-03,119,1.8,1.0,1,0
IMM-5517-B92-384,VeeMune-L,SKU-5517,B92,2022-10-01,2023-07-28,183,1.0,0.6,0,1
DEW-5518-B98-795,VeeWormex Plus,SKU-5518,B98,2024-09-07,2026-08-28,77,0.6,0.25,0,0
VIT-5519-B29-285,VeeVit-L Oral,SKU-5519,B29,2025-02-02,2026-01-28,51,0.5,0.3,0,0
ANT-5520-B73-789,VeeCef Injection 1gm,SKU-5520,B73,2024-02-29,2025-04-24,112,3.0,1.5,1,1
IMM-5521-B98-384,VeeMune-L,SKU-5521,B98,2025-03-30,2026-01-24,73,1.0,0.6,0,1
SUP-5522-B68-434,VeeCal-D Pet,SKU-5522,B68,2025-06-17,2026-12-09,185,2.5,1.2,0,0
TOP-5523-B76-854,VeeTherm Gel,SKU-5523,B76,2022-08-27,2024-04-18,144,1.8,1.0,1,0
DIG-5524-B37-185,VeeLac Bolus,SKU-5524,B37,2022-10-16,2024-02-08,75,1.2,0.7,0,0
TOP-5525-B42-854,VeeTherm Gel,SKU-5525,B42,2025-01-08,2026-08-31,172,1.8,1.0,1,0
VIT-5526-B89-285,VeeVit-L Oral,SKU-5526,B89,2023-07-16,2024-07-10,109,0.5,0.3,0,0
ANT-5527-B99-295,VeeOxy-4000,SKU-5527,B99,2024-12-13,2026-02-06,198,2.8,1.4,1,1
DEW-5528-B69-795,VeeWormex Plus,SKU-5528,B69,2023-07-04,2025-06-23,71,0.6,0.25,0,0
ANT-5529-B72-295,VeeOxy-4000,SKU-5529,B72,2025-06-24,2026-08-18,130,2.8,1.4,1,1
SUP-5530-B69-434,VeeCal-D Pet,SKU-5530,B69,2024-05-19,2025-11-10,162,2.5,1.2,0,0
IMM-5531-B81-384,VeeMune-L,SKU-5531,B81,2023-10-31,2024-08-26,96,1.0,0.6,0,1
DEW-5532-B72-795,VeeWormex Plus,SKU-5532,B72,2024-06-29,2026-06-19,131,0.6,0.25,0,0
DIG-5533-B73-185,VeeLac Bolus,SKU-5533,B73,2023-10-22,2025-02-13,112,1.2,0.7,0,0
ANT-5534-B27-295,VeeOxy-4000,SKU-5534,B27,2023-05-15,2024-07-08,129,2.8,1.4,1,1
DIG-5535-B95-185,VeeLac Bolus,SKU-5535,B95,2023-12-21,2025-04-14,185,1.2,0.7,0,0
ANT-5536-B59-295,VeeOxy-4000,SKU-5536,B59,2023-02-17,2024-04-12,60,2.8,1.4,1,1
SUP-5537-B26-434,VeeCal-D Pet,SKU-5537,B26,2023-11-02,2025-04-25,123,2.5,1.2,0,0
DIG-5538-B85-185,VeeLac Bolus,SKU-5538,B85,2024-12-07,2026-04-01,126,1.2,0.7,0,0
DEW-5539-B17-795,VeeWormex Plus,SKU-5539,B17,2022-08-04,2024-07-24,118,0.6,0.25,0,0
SUP-5540-B32-434,VeeCal-D Pet,SKU-5540,B32,2022-09-13,2024-03-06,86,2.5,1.2,0,0
ANT-5541-B57-789,VeeCef Injection 1gm,SKU-5541,B57,2024-08-12,2025-10-06,157,3.0,1.5,1,1
DEW-5542-B42-795,VeeWormex Plus,SKU-5542,B42,2024-09-24,2026-09-14,64,0.6,0.25,0,0
DEW-5543-B72-795,VeeWormex Plus,SKU-5543,B72,2023-04-04,2025-03-24,105,0.6,0.25,0,0
SUP-5544-B74-434,VeeCal-D Pet,SKU-5544,B74,2024-01-03,2025-06-26,192,2.5,1.2,0,0
ANT-5545-B53-789,VeeCef Injection 1gm,SKU-5545,B53,2022-11-26,2024-01-20,89,3.0,1.5,1,1
ANT-5546-B19-295,VeeOxy-4000,SKU-5546,B19,2023-02-25,2024-04-20,94,2.8,1.4,1,1
ANT-5547-B96-789,VeeCef Injection 1gm,SKU-5547,B96,2023-04-15,2024-06-08,53,3.0,1.5,1,1
SUP-5548-B70-434,VeeCal-D Pet,SKU-5548,B70,2025-02-20,2026-08-14,85,2.5,1.2,0,0
IMM-5549-B71-384,VeeMune-L,SKU-5549,B71,2024-07-12,2025-05-08,178,1.0,0.6,0,1
TOP-5550-B34-854,VeeTherm Gel,SKU-5550,B34,2023-07-01,2025-02-20,200,1.8,1.0,1,0
VIT-5551-B39-285,VeeVit-L Oral,SKU-5551,B39,2024-06-07,2025-06-02,94,0.5,0.3,0,0
ANT-5552-B77-295,VeeOxy-4000,SKU-5552,B77,2023-10-31,2024-12-24,136,2.8,1.4,1,1
SUP-5553-B98-434,VeeCal-D Pet,SKU-5553,B98,2023-02-17,2024-08-10,130,2.5,1.2,0,0
VIT-5554-B74-285,VeeVit-L Oral,SKU-5554,B74,2025-01-11,2026-01-06,187,0.5,0.3,0,0
VIT-5555-B87-285,VeeVit-L Oral,SKU-5555,B87,2024-09-25,2025-09-20,93,0.5,0.3,0,0
ANT-5556-B26-295,VeeOxy-4000,SKU-5556,B26,2023-08-21,2024-10-14,167,2.8,1.4,1,1
TOP-5557-B48-854,VeeTherm Gel,SKU-5557,B48,2022-10-18,2024-06-09,136,1.8,1.0,1,0
DIG-5558-B96-185,VeeLac Bolus,SKU-5558,B96,2024-08-21,2025-12-14,134,1.2,0.7,0,0
ANT-5559-B27-789,VeeCef Injection 1gm,SKU-5559,B27,2025-02-28,2026-04-24,145,3.0,1.5,1,1
ANT-5560-B49-295,VeeOxy-4000,SKU-5560,B49,2025-02-11,2026-04-07,139,2.8,1.4,1,1
TOP-5561-B93-854,VeeTherm Gel,SKU-5561,B93,2025-06-24,2027-02-14,50,1.8,1.0,1,0
DIG-5562-B66-185,VeeLac Bolus,SKU-5562,B66,2024-07-29,2025-11-21,136,1.2,0.7,0,0
TOP-5563-B36-854,VeeTherm Gel,SKU-5563,B36,2022-08-23,2024-04-14,167,1.8,1.0,1,0
IMM-5564-B88-384,VeeMune-L,SKU-5564,B88,2024-09-28,2025-07-25,64,1.0,0.6,0,1
DEW-5565-B33-795,VeeWormex Plus,SKU-5565,B33,2022-11-17,2024-11-06,160,0.6,0.25,0,0
ANT-5566-B34-789,VeeCef Injection 1gm,SKU-5566,B34,2024-01-26,2025-03-21,145,3.0,1.5,1,1
TOP-5567-B10-854,VeeTherm Gel,SKU-5567,B10,2025-01-18,2026-09-10,128,1.8,1.0,1,0
ANT-5568-B57-789,VeeCef Injection 1gm,SKU-5568,B57,2024-09-23,2025-11-17,138,3.0,1.5,1,1
SUP-5569-B87-434,VeeCal-D Pet,SKU-5569,B87,2023-12-27,2025-06-19,189,2.5,1.2,0,0
SUP-5570-B83-434,VeeCal-D Pet,SKU-5570,B83,2024-05-24,2025-11-15,92,2.5,1.2,0,0
DIG-5571-B57-185,VeeLac Bolus,SKU-5571,B57,2024-01-19,2025-05-13,92,1.2,0.7,0,0
ANT-5572-B89-295,VeeOxy-4000,SKU-5572,B89,2023-06-21,2024-08-14,71,2.8,1.4,1,1
DEW-5573-B45-795,VeeWormex Plus,SKU-5573,B45,2025-06-04,2027-05-25,126,0.6,0.25,0,0
VIT-5574-B32-285,VeeVit-L Oral,SKU-5574,B32,2024-05-09,2025-05-04,149,0.5,0.3,0,0
IMM-5575-B22-384,VeeMune-L,SKU-5575,B22,2022-07-19,2023-05-15,85,1.0,0.6,0,1
SUP-5576-B88-434,VeeCal-D Pet,SKU-5576,B88,2023-09-03,2025-02-24,75,2.5,1.2,0,0
TOP-5577-B20-854,VeeTherm Gel,SKU-5577,B20,2023-11-08,2025-06-30,162,1.8,1.0,1,0
DIG-5578-B93-185,VeeLac Bolus,SKU-5578,B93,2023-08-11,2024-12-03,155,1.2,0.7,0,0
ANT-5579-B61-789,VeeCef Injection 1gm,SKU-5579,B61,2024-03-01,2025-04-25,131,3.0,1.5,1,1
DEW-5580-B51-795,VeeWormex Plus,SKU-5580,B51,2022-12-11,2024-11-30,106,0.6,0.25,0,0
ANT-5581-B45-789,VeeCef Injection 1gm,SKU-5581,B45,2023-04-20,2024-06-13,168,3.0,1.5,1,1
ANT-5582-B98-789,VeeCef Injection 1gm,SKU-5582,B98,2023-05-07,2024-06-30,143,3.0,1.5,1,1
ANT-5583-B29-295,VeeOxy-4000,SKU-5583,B29,2024-03-03,2025-04-27,181,2.8,1.4,1,1
DIG-5584-B20-185,VeeLac Bolus,SKU-5584,B20,2022-08-12,2023-12-05,65,1.2,0.7,0,0
VIT-5585-B29-285,VeeVit-L Oral,SKU-5585,B29,2025-06-28,2026-06-23,165,0.5,0.3,0,0
TOP-5586-B59-854,VeeTherm Gel,SKU-5586,B59,2025-05-24,2027-01-14,139,1.8,1.0,1,0
TOP-5587-B15-854,VeeTherm Gel,SKU-5587,B15,2022-11-07,2024-06-29,77,1.8,1.0,1,0
IMM-5588-B62-384,VeeMune-L,SKU-5588,B62,2025-06-05,2026-04-01,185,1.0,0.6,0,1
DEW-5589-B35-795,VeeWormex Plus,SKU-5589,B35,2023-03-10,2025-02-27,52,0.6,0.25,0,0
TOP-5590-B29-854,VeeTherm Gel,SKU-5590,B29,2023-09-10,2025-05-02,149,1.8,1.0,1,0
ANT-5591-B79-789,VeeCef Injection 1gm,SKU-5591,B79,2022-07-26,2023-09-19,56,3.0,1.5,1,1
SUP-5592-B20-434,VeeCal-D Pet,SKU-5592,B20,2023-09-28,2025-03-21,188,2.5,1.2,0,0
SUP-5593-B80-434,VeeCal-D Pet,SKU-5593,B80,2023-09-04,2025-02-25,96,2.5,1.2,0,0
SUP-5594-B69-434,VeeCal-D Pet,SKU-5594,B69,2023-01-27,2024-07-20,94,2.5,1.2,0,0
DEW-5595-B97-795,VeeWormex Plus,SKU-5595,B97,2022-11-05,2024-10-25,134,0.6,0.25,0,0
DIG-5596-B29-185,VeeLac Bolus,SKU-5596,B29,2023-03-11,2024-07-03,56,1.2,0.7,0,0
VIT-5597-B30-285,VeeVit-L Oral,SKU-5597,B30,2023-11-10,2024-11-04,106,0.5,0.3,0,0
SUP-5598-B92-434,VeeCal-D Pet,SKU-5598,B92,2022-11-16,2024-05-09,199,2.5,1.2,0,0
DEW-5599-B64-795,VeeWormex Plus,SKU-5599,B64,2025-06-09,2027-05-30,170,0.6,0.25,0,0
TOP-5600-B69-854,VeeTherm Gel,SKU-5600,B69,2025-05-13,2027-01-03,69,1.8,1.0,1,0
TOP-5601-B60-854,VeeTherm Gel,SKU-5601,B60,2022-10-13,2024-06-04,164,1.8,1.0,1,0
VIT-5602-B97-285,VeeVit-L Oral,SKU-5602,B97,2025-01-14,2026-01-09,124,0.5,0.3,0,0
VIT-5603-B48-285,VeeVit-L Oral,SKU-5603,B48,2025-05-03,2026-04-28,93,0.5,0.3,0,0
DIG-5604-B49-185,VeeLac Bolus,SKU-5604,B49,2025-04-23,2026-08-16,184,1.2,0.7,0,0
IMM-5605-B93-384,VeeMune-L,SKU-5605,B93,2024-10-14,2025-08-10,173,1.0,0.6,0,1
ANT-5606-B63-295,VeeOxy-4000,SKU-5606,B63,2023-09-06,2024-10-30,84,2.8,1.4,1,1
DIG-5607-B14-185,VeeLac Bolus,SKU-5607,B14,2024-06-09,2025-10-02,134,1.2,0.7,0,0
TOP-5608-B53-854,VeeTherm Gel,SKU-5608,B53,2023-05-09,2024-12-29,58,1.8,1.0,1,0
IMM-5609-B74-384,VeeMune-L,SKU-5609,B74,2023-04-11,2024-02-05,157,1.0,0.6,0,1
DIG-5610-B12-185,VeeLac Bolus,SKU-5610,B12,2024-08-11,2025-12-04,85,1.2,0.7,0,0
ANT-5611-B28-789,VeeCef Injection 1gm,SKU-5611,B28,2025-01-26,2026-03-22,145,3.0,1.5,1,1
TOP-5612-B45-854,VeeTherm Gel,SKU-5612,B45,2024-02-21,2025-10-13,139,1.8,1.0,1,0
SUP-5613-B39-434,VeeCal-D Pet,SKU-5613,B39,2022-12-28,2024-06-20,200,2.5,1.2,0,0
TOP-5614-B52-854,VeeTherm Gel,SKU-5614,B52,2025-06-21,2027-02-11,175,1.8,1.0,1,0
DEW-5615-B57-795,VeeWormex Plus,SKU-5615,B57,2023-05-30,2025-05-19,88,0.6,0.25,0,0
TOP-5616-B19-854,VeeTherm Gel,SKU-5616,B19,2024-11-20,2026-07-13,146,1.8,1.0,1,0
DIG-5617-B32-185,VeeLac Bolus,SKU-5617,B32,2022-10-27,2024-02-19,153,1.2,0.7,0,0
TOP-5618-B41-854,VeeTherm Gel,SKU-5618,B41,2025-02-02,2026-09-25,114,1.8,1.0,1,0
TOP-5619-B71-854,VeeTherm Gel,SKU-5619,B71,2023-05-25,2025-01-14,143,1.8,1.0,1,0
DIG-5620-B16-185,VeeLac Bolus,SKU-5620,B16,2025-04-07,2026-07-31,115,1.2,0.7,0,0
DEW-5621-B47-795,VeeWormex Plus,SKU-5621,B47,2022-07-03,2024-06-22,102,0.6,0.25,0,0
DEW-5622-B94-795,VeeWormex Plus,SKU-5622,B94,2025-04-16,2027-04-06,173,0.6,0.25,0,0
DEW-5623-B72-795,VeeWormex Plus,SKU-5623,B72,2023-09-20,2025-09-09,119,0.6,0.25,0,0
ANT-5624-B46-295,VeeOxy-4000,SKU-5624,B46,2022-10-04,2023-11-28,122,2.8,1.4,1,1
ANT-5625-B87-789,VeeCef Injection 1gm,SKU-5625,B87,2022-09-15,2023-11-09,141,3.0,1.5,1,1
